instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,rentals
366,1/1/2012,1,1,1,0,0,0,1,0.37,0.375621,0.6925,0.192167,686
384,1/19/2012,1,1,1,0,4,1,1,0.19,0.190038,0.4975,0.220158,130
659,10/20/2012,4,1,10,0,6,0,1,0.484167,0.472842,0.572917,0.117537,2806
529,6/12/2012,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477
153,6/2/2011,2,0,6,0,4,1,1,0.715,0.643942,0.305,0.292287,736
582,8/4/2012,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2345
639,9/30/2012,4,1,9,0,0,0,1,0.526667,0.517663,0.583333,0.134958,2015
112,4/22/2011,2,0,4,0,5,1,2,0.336667,0.321954,0.729583,0.219521,177
227,8/15/2011,3,0,8,0,1,1,1,0.665833,0.616167,0.712083,0.208954,775
512,5/26/2012,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2855
584,8/6/2012,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233
104,4/14/2011,2,0,4,0,4,1,1,0.4675,0.462742,0.540417,0.1107,529
422,2/26/2012,1,1,2,0,0,0,1,0.279167,0.268308,0.41,0.205229,515
420,2/24/2012,1,1,2,0,5,1,2,0.4075,0.410971,0.7375,0.237567,246
571,7/24/2012,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140
605,8/27/2012,3,1,8,0,1,1,1,0.703333,0.654688,0.730417,0.128733,989
75,3/16/2011,1,0,3,0,3,1,2,0.365217,0.36693,0.776522,0.203117,321
116,4/26/2011,2,0,4,0,2,1,1,0.631667,0.594083,0.729167,0.3265,678
408,2/12/2012,1,1,2,0,0,0,1,0.1275,0.101658,0.464583,0.409212,73
705,12/5/2012,4,1,12,0,3,1,1,0.438333,0.428012,0.485,0.324021,331
120,4/30/2011,2,0,4,0,6,0,1,0.4725,0.464021,0.503333,0.235075,1965
54,2/23/2011,1,0,2,0,3,1,1,0.221739,0.245717,0.423043,0.094113,139
152,6/1/2011,2,0,6,0,3,1,2,0.764167,0.720967,0.677083,0.207092,513
404,2/8/2012,1,1,2,0,3,1,2,0.256667,0.266421,0.722917,0.133721,109
688,11/18/2012,4,1,11,0,0,0,1,0.3425,0.337746,0.692917,0.227612,922
208,7/27/2011,3,0,7,0,3,1,1,0.775,0.690667,0.402917,0.183463,755
513,5/27/2012,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,3283
632,9/23/2012,4,1,9,0,0,0,1,0.529167,0.518933,0.467083,0.223258,2454
616,9/7/2012,3,1,9,0,5,1,1,0.703333,0.657204,0.73625,0.171646,1045
681,11/11/2012,4,1,11,0,0,0,1,0.420833,0.421713,0.659167,0.1275,2290
9,1/9/2011,1,0,1,0,0,0,1,0.138333,0.116175,0.434167,0.36195,54
610,9/1/2012,3,1,9,0,6,0,2,0.753333,0.702654,0.638333,0.113187,2352
507,5/21/2012,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630
592,8/14/2012,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128
37,2/6/2011,1,0,2,0,0,0,1,0.285833,0.291671,0.568333,0.1418,354
453,3/28/2012,2,1,3,0,3,1,1,0.484167,0.47095,0.48125,0.291671,674
140,5/20/2011,2,0,5,0,5,1,1,0.536667,0.529042,0.719583,0.125013,909
254,9/11/2011,3,0,9,0,0,0,1,0.653333,0.609229,0.71375,0.115054,1633
304,10/31/2011,4,0,10,0,1,1,1,0.34,0.356063,0.703333,0.10635,362
553,7/6/2012,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366
527,6/10/2012,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224
535,6/18/2012,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653
263,9/20/2011,3,0,9,0,2,1,2,0.561667,0.532217,0.88125,0.134954,438
298,10/25/2011,4,0,10,0,2,1,1,0.471667,0.463375,0.622917,0.166658,695
415,2/19/2012,1,1,2,0,0,0,2,0.28,0.265788,0.515833,0.253112,618
151,5/31/2011,2,0,5,0,2,1,1,0.775,0.725383,0.636667,0.111329,673
580,8/2/2012,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983
649,10/10/2012,4,1,10,0,3,1,1,0.514167,0.503142,0.630833,0.187821,780
489,5/3/2012,2,1,5,0,4,1,2,0.56,0.537242,0.768333,0.133696,764
148,5/28/2011,2,0,5,0,6,0,1,0.655833,0.612379,0.729583,0.230092,2001
147,5/27/2011,2,0,5,0,5,1,1,0.681667,0.637008,0.65375,0.240679,871
536,6/19/2012,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968
677,11/7/2012,4,1,11,0,3,1,2,0.295833,0.274621,0.5475,0.304108,326
549,7/2/2012,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904
349,12/15/2011,4,0,12,0,4,1,2,0.4225,0.412237,0.634167,0.268042,181
464,4/8/2012,2,1,4,0,0,0,1,0.5,0.492425,0.275833,0.232596,2230
326,11/22/2011,4,0,11,0,2,1,3,0.416667,0.421696,0.9625,0.118792,69
187,7/6/2011,3,0,7,0,3,1,1,0.72,0.685633,0.743333,0.149883,784
124,5/4/2011,2,0,5,0,3,1,2,0.414167,0.40465,0.737083,0.328996,255
622,9/13/2012,3,1,9,0,4,1,1,0.6125,0.579558,0.637083,0.0827208,1054
144,5/24/2011,2,0,5,0,2,1,2,0.66,0.604813,0.740833,0.207092,659
697,11/27/2012,4,1,11,0,2,1,2,0.291667,0.281558,0.786667,0.237562,123
198,7/17/2011,3,0,7,0,0,0,1,0.719167,0.669833,0.604167,0.245033,2006
280,10/7/2011,4,0,10,0,5,1,1,0.510833,0.504404,0.684167,0.0223917,949
294,10/21/2011,4,0,10,0,5,1,1,0.4275,0.423596,0.574167,0.221396,676
401,2/5/2012,1,1,2,0,0,0,2,0.265833,0.264521,0.687917,0.175996,318
123,5/3/2011,2,0,5,0,2,1,2,0.616667,0.582079,0.697083,0.342667,603
184,7/3/2011,3,0,7,0,0,0,2,0.716667,0.668575,0.6825,0.228858,2282
203,7/22/2011,3,0,7,0,5,1,1,0.848333,0.840896,0.580417,0.1331,562
439,3/14/2012,1,1,3,0,3,1,1,0.5725,0.548617,0.507083,0.115062,997
247,9/4/2011,3,0,9,0,0,0,1,0.709167,0.665429,0.742083,0.206467,2521
416,2/20/2012,1,1,2,1,1,0,1,0.28,0.273391,0.507826,0.229083,502
648,10/9/2012,4,1,10,0,2,1,2,0.446667,0.438112,0.761667,0.1903,601
130,5/10/2011,2,0,5,0,2,1,1,0.5325,0.522721,0.489167,0.115671,694
403,2/7/2012,1,1,2,0,2,1,1,0.354167,0.361104,0.49625,0.147379,199
576,7/29/2012,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153
568,7/21/2012,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264
220,8/8/2011,3,0,8,0,1,1,1,0.765,0.703283,0.592083,0.192175,846
715,12/15/2012,4,1,12,0,6,0,1,0.324167,0.338383,0.650417,0.10635,767
585,8/7/2012,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278
667,10/28/2012,4,1,10,0,0,0,2,0.4775,0.467771,0.694583,0.398008,998
692,11/22/2012,4,1,11,1,4,0,1,0.34,0.350371,0.580417,0.0528708,955
387,1/22/2012,1,1,1,0,0,0,2,0.1625,0.16225,0.79625,0.199638,196
708,12/8/2012,4,1,12,0,6,0,2,0.381667,0.389508,0.91125,0.101379,1153
510,5/24/2012,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059
268,9/25/2011,4,0,9,0,0,0,2,0.634167,0.572637,0.845,0.0503792,1544
442,3/17/2012,1,1,3,0,6,0,2,0.514167,0.505046,0.755833,0.110704,3155
497,5/11/2012,2,1,5,0,5,1,1,0.533333,0.520833,0.360417,0.236937,1319
113,4/23/2011,2,0,4,0,6,0,2,0.46,0.450121,0.887917,0.230725,1462
233,8/21/2011,3,0,8,0,0,0,1,0.710833,0.675525,0.77,0.248754,1249
636,9/27/2012,4,1,9,0,4,1,2,0.65,0.607975,0.690833,0.134342,751
374,1/9/2012,1,1,1,0,1,1,2,0.224167,0.247479,0.701667,0.0989,106
234,8/22/2011,3,0,8,0,1,1,1,0.691667,0.638254,0.47,0.27675,833
577,7/30/2012,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040
318,11/14/2011,4,0,11,0,1,1,1,0.53,0.524612,0.587083,0.306596,595
411,2/15/2012,1,1,2,0,3,1,1,0.348333,0.351629,0.53125,0.1816,141
653,10/14/2012,4,1,10,0,0,0,1,0.521667,0.508204,0.640417,0.278612,2080
359,12/25/2011,1,0,12,0,0,0,1,0.274783,0.279961,0.681304,0.155091,303
259,9/16/2011,3,0,9,0,5,1,2,0.469167,0.461475,0.590417,0.164183,742
283,10/10/2011,4,0,10,1,1,0,1,0.570833,0.542925,0.73375,0.0423042,1514
377,1/12/2012,1,1,1,0,4,1,2,0.3825,0.381938,0.802917,0.180967,269
385,1/20/2012,1,1,1,0,5,1,2,0.2175,0.220958,0.45,0.20275,115
225,8/13/2011,3,0,8,0,6,0,2,0.685833,0.645858,0.729583,0.211454,1504
694,11/24/2012,4,1,11,0,6,0,1,0.278333,0.248742,0.404583,0.376871,532
597,8/19/2012,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208
473,4/17/2012,2,1,4,0,2,1,1,0.608333,0.598487,0.390417,0.273629,989
348,12/14/2011,4,0,12,0,3,1,2,0.3175,0.338362,0.66375,0.0609583,178
506,5/20/2012,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2704
720,12/20/2012,4,1,12,0,4,1,2,0.33,0.335217,0.667917,0.132463,314
675,11/5/2012,4,1,11,0,1,1,1,0.319167,0.308075,0.494167,0.236325,378
658,10/19/2012,4,1,10,0,5,1,2,0.563333,0.537896,0.815,0.134954,753
624,9/15/2012,3,1,9,0,6,0,1,0.608333,0.585867,0.501667,0.247521,3160
617,9/8/2012,3,1,9,0,6,0,2,0.659167,0.611121,0.799167,0.281104,1557
557,7/10/2012,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954
578,7/31/2012,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968
86,3/27/2011,2,0,3,0,0,0,2,0.253043,0.250339,0.493913,0.1843,472
243,8/31/2011,3,0,8,0,3,1,1,0.656667,0.611121,0.597917,0.0833333,688
160,6/9/2011,2,0,6,0,4,1,2,0.808333,0.757579,0.568333,0.149883,563
525,6/8/2012,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488
36,2/5/2011,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100
541,6/24/2012,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2551
171,6/20/2011,2,0,6,0,1,1,2,0.635,0.595346,0.74625,0.155475,699
626,9/17/2012,3,1,9,0,1,1,2,0.580833,0.55305,0.734583,0.151742,1022
618,9/9/2012,3,1,9,0,0,0,1,0.61,0.578925,0.5475,0.224496,2570
693,11/23/2012,4,1,11,0,5,1,1,0.368333,0.378779,0.56875,0.148021,1603
96,4/6/2011,2,0,4,0,3,1,1,0.390833,0.387608,0.470833,0.263063,413
564,7/17/2012,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921
241,8/29/2011,3,0,8,0,1,1,1,0.636667,0.607958,0.554583,0.159825,729
575,7/28/2012,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234
461,4/5/2012,2,1,4,0,4,1,1,0.435,0.431163,0.374167,0.219529,1192
554,7/7/2012,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448
641,10/2/2012,4,1,10,0,2,1,3,0.590833,0.542333,0.871667,0.104475,315
207,7/26/2011,3,0,7,0,2,1,1,0.771667,0.696979,0.540833,0.200258,750
393,1/28/2012,1,1,1,0,6,0,1,0.315833,0.326379,0.543333,0.210829,775
398,2/2/2012,1,1,2,0,4,1,2,0.399167,0.398971,0.672917,0.187187,190
619,9/10/2012,3,1,9,0,1,1,1,0.583333,0.565654,0.50375,0.258713,1118
218,8/6/2011,3,0,8,0,6,0,2,0.716667,0.676154,0.755,0.22825,1521
5,1/5/2011,1,0,1,0,3,1,1,0.226957,0.22927,0.436957,0.1869,82
652,10/13/2012,4,1,10,0,6,0,1,0.393333,0.391396,0.494583,0.146142,2252
613,9/4/2012,3,1,9,0,2,1,1,0.725833,0.686888,0.755,0.236321,867
547,6/30/2012,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455
99,4/9/2011,2,0,4,0,6,0,2,0.3425,0.341529,0.8775,0.133083,879
574,7/27/2012,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259
407,2/11/2012,1,1,2,0,6,0,3,0.224167,0.210867,0.73125,0.289796,192
503,5/17/2012,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242
48,2/17/2011,1,0,2,0,4,1,1,0.435833,0.428658,0.505,0.230104,259
33,2/2/2011,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72
201,7/20/2011,3,0,7,0,3,1,1,0.768333,0.74685,0.707083,0.113817,644
135,5/15/2011,2,0,5,0,0,0,2,0.5625,0.536,0.867083,0.152979,1582
28,1/28/2011,1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,38
643,10/4/2012,4,1,10,0,4,1,2,0.6575,0.607975,0.722917,0.117546,891
231,8/19/2011,3,0,8,0,5,1,2,0.685,0.633221,0.722917,0.139308,797
490,5/4/2012,2,1,5,0,5,1,1,0.6275,0.590917,0.735417,0.162938,1069
379,1/14/2012,1,1,1,0,6,0,1,0.18,0.183087,0.4575,0.187183,333
289,10/16/2011,4,0,10,0,0,0,1,0.511667,0.503154,0.486667,0.281717,1748
419,2/23/2012,1,1,2,0,4,1,1,0.454167,0.444446,0.554583,0.190913,516
392,1/27/2012,1,1,1,0,5,1,2,0.425,0.415383,0.74125,0.342667,269
593,8/15/2012,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198
499,5/13/2012,2,1,5,0,0,0,1,0.6125,0.585238,0.57625,0.225117,2172
139,5/19/2011,2,0,5,0,4,1,2,0.530833,0.510742,0.829583,0.108213,735
63,3/4/2011,1,0,3,0,5,1,2,0.261667,0.255679,0.610417,0.203346,214
472,4/16/2012,2,1,4,1,1,0,1,0.664167,0.614925,0.561667,0.284829,1198
129,5/9/2011,2,0,5,0,1,1,1,0.5325,0.525246,0.58875,0.176,664
711,12/11/2012,4,1,12,0,2,1,2,0.353333,0.338363,0.596667,0.296037,282
521,6/4/2012,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071
65,3/6/2011,1,0,3,0,0,0,2,0.376522,0.366252,0.948261,0.343287,114
15,1/15/2011,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,222
157,6/6/2011,2,0,6,0,1,1,1,0.678333,0.621858,0.6,0.121896,673
41,2/10/2011,1,0,2,0,4,1,1,0.144348,0.149548,0.437391,0.221935,47
493,5/7/2012,2,1,5,0,1,1,2,0.5375,0.527142,0.664167,0.230721,1008
380,1/15/2012,1,1,1,0,0,0,1,0.166667,0.161625,0.419167,0.251258,284
188,7/7/2011,3,0,7,0,4,1,1,0.75,0.686871,0.65125,0.1592,754
217,8/5/2011,3,0,8,0,5,1,1,0.710833,0.656567,0.630833,0.184696,1023
53,2/22/2011,1,0,2,0,2,1,1,0.182222,0.186033,0.577778,0.195683,74
338,12/4/2011,4,0,12,0,0,0,1,0.330833,0.3491,0.775833,0.0839583,634
296,10/23/2011,4,0,10,0,0,0,1,0.421667,0.422333,0.74125,0.0995125,1619
252,9/9/2011,3,0,9,0,5,1,2,0.65,0.578946,0.897917,0.124379,417
462,4/6/2012,2,1,4,0,5,1,1,0.403333,0.390767,0.377083,0.300388,1807
456,3/31/2012,2,1,3,0,6,0,2,0.424167,0.421708,0.738333,0.250617,2301
729,12/29/2012,1,1,12,0,6,0,2,0.253333,0.2424,0.752917,0.124383,159
270,9/27/2011,4,0,9,0,2,1,2,0.636667,0.574525,0.885417,0.118171,477
202,7/21/2011,3,0,7,0,4,1,2,0.815,0.826371,0.69125,0.222021,632
162,6/11/2011,2,0,6,0,6,0,1,0.725,0.678038,0.654583,0.15485,1729
556,7/9/2012,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998
402,2/6/2012,1,1,2,0,1,1,1,0.282609,0.296426,0.622174,0.1538,206
477,4/21/2012,2,1,4,0,6,0,1,0.57,0.542921,0.682917,0.283587,2541
106,4/16/2011,2,0,4,0,6,0,3,0.430833,0.425492,0.888333,0.340808,121
566,7/19/2012,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888
390,1/25/2012,1,1,1,0,3,1,1,0.294167,0.294821,0.64375,0.161071,467
2,1/2/2011,1,0,1,0,0,0,2,0.363478,0.353739,0.696087,0.248539,131
696,11/26/2012,4,1,11,0,1,1,1,0.313333,0.339004,0.535417,0.04665,337
562,7/15/2012,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920
81,3/22/2011,2,0,3,0,2,1,1,0.441667,0.440642,0.624583,0.22575,460
206,7/25/2011,3,0,7,0,1,1,1,0.743333,0.720958,0.757083,0.0908083,568
35,2/4/2011,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88
509,5/23/2012,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766
428,3/3/2012,1,1,3,0,6,0,2,0.414167,0.413492,0.62125,0.161079,956
455,3/30/2012,2,1,3,0,5,1,2,0.37,0.375621,0.580833,0.138067,796
367,1/2/2012,1,1,1,1,1,0,1,0.273043,0.252304,0.381304,0.329665,244
92,4/2/2011,2,0,4,0,6,0,2,0.315,0.315637,0.65375,0.197146,898
340,12/6/2011,4,0,12,0,2,1,3,0.4625,0.4564,0.949583,0.232583,126
565,7/18/2012,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799
346,12/12/2011,4,0,12,0,1,1,1,0.238333,0.270196,0.670833,0.06345,143
242,8/30/2011,3,0,8,0,2,1,1,0.639167,0.594704,0.548333,0.125008,775
14,1/14/2011,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,54
316,11/12/2011,4,0,11,0,6,0,1,0.356667,0.357942,0.552917,0.212062,1275
601,8/23/2012,3,1,8,0,4,1,1,0.695833,0.637008,0.635833,0.0845958,1363
388,1/23/2012,1,1,1,0,1,1,2,0.218333,0.243058,0.91125,0.110708,145
274,10/1/2011,4,0,10,0,6,0,2,0.41,0.412863,0.75375,0.292296,480
167,6/16/2011,2,0,6,0,4,1,2,0.628333,0.595346,0.688333,0.206471,545
725,12/25/2012,1,1,12,1,2,0,2,0.291304,0.294465,0.734783,0.168726,440
647,10/8/2012,4,1,10,1,1,0,2,0.383333,0.387608,0.709583,0.189679,874
485,4/29/2012,2,1,4,0,0,0,1,0.458333,0.450121,0.587083,0.116908,2229
714,12/14/2012,4,1,12,0,5,1,1,0.281667,0.294192,0.642917,0.131229,429
505,5/19/2012,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,3410
244,9/1/2011,3,0,9,0,4,1,1,0.655,0.614921,0.639167,0.141796,783
567,7/20/2012,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747
563,7/16/2012,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088
687,11/17/2012,4,1,11,0,6,0,1,0.325,0.326383,0.545417,0.179729,1313
190,7/9/2011,3,0,7,0,6,0,1,0.733333,0.664158,0.609167,0.167912,1988
476,4/20/2012,2,1,4,0,5,1,1,0.526667,0.515775,0.694583,0.149871,1340
682,11/12/2012,4,1,11,1,1,0,1,0.485,0.475383,0.741667,0.173517,1097
511,5/25/2012,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417
59,2/28/2011,1,0,2,0,1,1,2,0.407273,0.400118,0.876364,0.289686,81
475,4/19/2012,2,1,4,0,4,1,1,0.498333,0.493046,0.6125,0.0659292,846
561,7/14/2012,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2355
253,9/10/2011,3,0,9,0,6,0,1,0.66,0.607962,0.75375,0.153608,1750
22,1/22/2011,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,93
314,11/10/2011,4,0,11,0,4,1,2,0.38,0.373721,0.813333,0.189067,190
460,4/4/2012,2,1,4,0,3,1,1,0.541667,0.53345,0.469583,0.180975,1058
161,6/10/2011,2,0,6,0,5,1,1,0.755,0.703292,0.605,0.140554,815
277,10/4/2011,4,0,10,0,2,1,1,0.484167,0.472858,0.71,0.205854,486
192,7/11/2011,3,0,7,0,1,1,1,0.7625,0.729804,0.635833,0.282337,723
386,1/21/2012,1,1,1,0,6,0,2,0.173333,0.174875,0.83125,0.222642,67
414,2/18/2012,1,1,2,0,6,0,1,0.346667,0.355425,0.534583,0.190929,1435
492,5/6/2012,2,1,5,0,0,0,2,0.5625,0.546737,0.74,0.149879,2135
344,12/10/2011,4,0,12,0,6,0,1,0.275,0.266412,0.5075,0.233221,502
309,11/5/2011,4,0,11,0,6,0,1,0.326667,0.323854,0.519167,0.189062,1156
662,10/23/2012,4,1,10,0,2,1,1,0.544167,0.530304,0.641667,0.0945458,841
131,5/11/2011,2,0,5,0,3,1,1,0.5425,0.5284,0.632917,0.120642,550
664,10/25/2012,4,1,10,0,4,1,2,0.55,0.529688,0.800417,0.124375,875
100,4/10/2011,2,0,4,0,0,0,2,0.426667,0.426737,0.8575,0.146767,1188
373,1/8/2012,1,1,1,0,0,0,1,0.3375,0.340258,0.465,0.191542,599
88,3/29/2011,2,0,3,0,2,1,1,0.3025,0.292908,0.314167,0.226996,317
459,4/3/2012,2,1,4,0,2,1,1,0.466667,0.461483,0.396667,0.100133,1348
331,11/27/2011,4,0,11,0,0,0,1,0.459167,0.4558,0.698333,0.208954,810
215,8/3/2011,3,0,8,0,3,1,2,0.731667,0.679937,0.6575,0.135583,467
467,4/11/2012,2,1,4,0,3,1,1,0.348696,0.337274,0.469565,0.295274,482
122,5/2/2011,2,0,5,0,1,1,2,0.549167,0.532833,0.73,0.183454,847
615,9/6/2012,3,1,9,0,4,1,2,0.696667,0.655329,0.810417,0.142421,611
21,1/21/2011,1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,75
701,12/1/2012,4,1,12,0,6,0,2,0.298333,0.316904,0.806667,0.0597042,951
72,3/13/2011,1,0,3,0,0,0,1,0.384348,0.380091,0.527391,0.270604,982
107,4/17/2011,2,0,4,0,0,0,1,0.456667,0.445696,0.479583,0.303496,1558
271,9/28/2011,4,0,9,0,3,1,2,0.635,0.575158,0.84875,0.148629,480
436,3/11/2012,1,1,3,0,0,0,1,0.361739,0.35967,0.476957,0.222587,1658
103,4/13/2011,2,0,4,0,3,1,2,0.4125,0.417283,0.819167,0.250617,209
